Timestamp,Method,text,St.NER3,St.NER4,St.NER7,spaCy,Presidio,Word2Vec_t=0.5,Word2Vec_t=0.25,k-anonymity_Random,k-anonymity_Greedy,Manual,Student-LLM,Sparks-LLM,MvM-LLM
2026-03-09 18:30:08,RAG-Linkage Wiki553_BK=Public k=10_chunk=128_FAISS_NoMasks_thenlper/gte-small unsloth/Qwen3-4B-bnb-4bit_Quant=None_Prompt=5_RemoveEnd=False_CAPPR_Prior=False_Cache=True_ShortIDs=True,79.93,61.48,45.75,64.38,39.96,55.88,35.80,29.48,32.91,36.71,44.12,52.44,34.18,23.69
2026-03-09 19:31:03,RAG-Linkage NoBK k=10_chunk=128_FAISS_NoMasks_thenlper/gte-small unsloth/Qwen3-4B-bnb-4bit_Quant=None_Prompt=6_RemoveEnd=False_CAPPR_Prior=False_Cache=True_ShortIDs=False,51.90,27.12,15.37,30.02,12.84,21.34,17.18,12.30,9.95,11.57,15.01,26.40,15.73,8.32
